country,indicator,value,scale
St. Lucia,GDP (current US$),0.00161677274814815,trillion
Liechtenstein,GDP (current US$),,trillion
Sri Lanka,GDP (current US$),0.0809696835374541,trillion
Lesotho,GDP (current US$),0.0022507177184657697,trillion
Lithuania,GDP (current US$),0.056546957475491204,trillion
Luxembourg,GDP (current US$),0.0733531327937076,trillion
Latvia,GDP (current US$),0.033645460617239,trillion
St. Martin (French part),GDP (current US$),,trillion
Morocco,GDP (current US$),0.114725065285149,trillion
Monaco,GDP (current US$),0.0068162193032552795,trillion
Moldova,GDP (current US$),0.0118597305435525,trillion
Madagascar,GDP (current US$),0.0132255918036232,trillion
Maldives,GDP (current US$),0.00374276996742798,trillion
Mexico,GDP (current US$),1.08711778307331,trillion
Marshall Islands,GDP (current US$),0.0002444624,trillion
North Macedonia,GDP (current US$),0.0121169818152261,trillion
Mali,GDP (current US$),0.0174653927790366,trillion
Malta,GDP (current US$),0.014917038504285,trillion
Myanmar,GDP (current US$),0.07893025722709081,trillion
Montenegro,GDP (current US$),0.0047807221219622695,trillion
Mongolia,GDP (current US$),0.013312981594573,trillion
Northern Mariana Islands,GDP (current US$),,trillion
Mozambique,GDP (current US$),0.014028811071762801,trillion
Mauritania,GDP (current US$),0.00791598551370246,trillion
Mauritius,GDP (current US$),0.010926820603402,trillion
Malawi,GDP (current US$),0.0121721284695737,trillion
Malaysia,GDP (current US$),0.33700602378969896,trillion
Namibia,GDP (current US$),0.010562637375594,trillion
New Caledonia,GDP (current US$),0.0094355299272471,trillion
Niger,GDP (current US$),0.013741378450136,trillion
Nigeria,GDP (current US$),0.432293776262398,trillion
Nicaragua,GDP (current US$),0.012586941392634702,trillion
Netherlands,GDP (current US$),0.913865395789886,trillion
Norway,GDP (current US$),0.36219831843526,trillion
Nepal,GDP (current US$),0.0334336705119364,trillion
Nauru,GDP (current US$),0.00011462662555302299,trillion
New Zealand,GDP (current US$),0.211734532308013,trillion
Oman,GDP (current US$),0.0739713914174252,trillion
Pakistan,GDP (current US$),0.300306331697668,trillion
Panama,GDP (current US$),0.053977037,trillion
Peru,GDP (current US$),0.201705055938653,trillion
Philippines,GDP (current US$),0.36175111629254103,trillion
Palau,GDP (current US$),0.0002577,trillion
Papua New Guinea,GDP (current US$),0.0246670520231214,trillion
Poland,GDP (current US$),0.596624355719671,trillion
Puerto Rico,GDP (current US$),0.1031383,trillion
"Korea, Dem. People's Rep.",GDP (current US$),,trillion
Portugal,GDP (current US$),0.228539245045341,trillion
Paraguay,GDP (current US$),0.0354321780681756,trillion
French Polynesia,GDP (current US$),0.00566936871720724,trillion
Qatar,GDP (current US$),0.14441136334527,trillion
Romania,GDP (current US$),0.24951133364750203,trillion
Russian Federation,GDP (current US$),1.48832187548974,trillion
Rwanda,GDP (current US$),0.0101843454421708,trillion
Saudi Arabia,GDP (current US$),0.703367841222555,trillion
Sudan,GDP (current US$),0.026987563444148897,trillion
Senegal,GDP (current US$),0.0244931575832282,trillion
Singapore,GDP (current US$),0.345295933898674,trillion
Solomon Islands,GDP (current US$),0.00154588842623031,trillion
Sierra Leone,GDP (current US$),0.0040632894495879505,trillion
El Salvador,GDP (current US$),0.02463872,trillion
San Marino,GDP (current US$),0.00154471378467671,trillion
Somalia,GDP (current US$),0.00696528532452156,trillion
Serbia,GDP (current US$),0.0533350164254148,trillion
South Sudan,GDP (current US$),,trillion
Sao Tome and Principe,GDP (current US$),0.00047291446991933,trillion
Suriname,GDP (current US$),0.00288424804849068,trillion
Slovak Republic,GDP (current US$),0.105172564491569,trillion
Slovenia,GDP (current US$),0.0535896095807099,trillion
Sweden,GDP (current US$),0.5414871514745571,trillion
Eswatini,GDP (current US$),0.00398484058040634,trillion
Sint Maarten (Dutch part),GDP (current US$),,trillion
Seychelles,GDP (current US$),0.0012006344893484098,trillion
Syrian Arab Republic,GDP (current US$),,trillion
Turks and Caicos Islands,GDP (current US$),0.000924583,trillion
Chad,GDP (current US$),0.0107153961354168,trillion
Togo,GDP (current US$),0.00757463697866175,trillion
Thailand,GDP (current US$),0.499681757030968,trillion
Tajikistan,GDP (current US$),0.00813399664790397,trillion
Turkmenistan,GDP (current US$),,trillion
Timor-Leste,GDP (current US$),0.0019021568,trillion
Tonga,GDP (current US$),0.000488829964070819,trillion
Trinidad and Tobago,GDP (current US$),0.0213925361377724,trillion
Tunisia,GDP (current US$),0.0425141516142796,trillion
Turkiye,GDP (current US$),0.71995482168331,trillion
Tuvalu,GDP (current US$),5.5054710618677304e-05,trillion
Tanzania,GDP (current US$),0.062409709110953795,trillion
Uganda,GDP (current US$),0.037600368180939904,trillion
Ukraine,GDP (current US$),0.15661786144857598,trillion
Uruguay,GDP (current US$),0.0535607550465726,trillion
United States,GDP (current US$),20.893743833,trillion
Uzbekistan,GDP (current US$),0.0598943053528955,trillion
St. Vincent and the Grenadines,GDP (current US$),0.0008721345468034069,trillion
"Venezuela, RB",GDP (current US$),,trillion
British Virgin Islands,GDP (current US$),,trillion
Virgin Islands (U.S.),GDP (current US$),0.004204,trillion
Vietnam,GDP (current US$),0.343242570827351,trillion
Vanuatu,GDP (current US$),0.000896827873114925,trillion
Samoa,GDP (current US$),0.0008071475276150939,trillion
Kosovo,GDP (current US$),0.00771692535612536,trillion
"Yemen, Rep.",GDP (current US$),0.0188405119082484,trillion
South Africa,GDP (current US$),0.335442101366417,trillion
Zambia,GDP (current US$),0.0181106313583114,trillion
Zimbabwe,GDP (current US$),0.018051170798941002,trillion
